Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
3593,3593,4,1,5.5,0
3594,3594,4,4,5.5,0
3595,3595,3,4,1.5,1
3596,3596,1,10,-2.0,1
3597,3597,4,0,5.5,0
3598,3598,5,5,3.5,0
3599,3599,4,1,5.5,0
3600,3600,5,0,6.5,0
3601,3601,5,9,6.5,0
3602,3602,2,5,2.0,1
3603,3603,5,6,2.0,1
3604,3604,2,4,2.0,1
3605,3605,3,0,3.0,0
3606,3606,2,1,-1.0,1
3607,3607,1,2,-0.5,1
3608,3608,4,9,2.5,1
3609,3609,2,9,2.0,1
3610,3610,4,4,1.0,1
3611,3611,2,1,2.0,0
3612,3612,3,5,4.5,0
3613,3613,3,9,4.5,1
3614,3614,1,0,2.5,0
3615,3615,3,8,0.0,1
3616,3616,5,6,3.5,1
3617,3617,1,2,4.0,0
3618,3618,2,9,3.5,1
3619,3619,5,1,5.0,0
3620,3620,5,7,2.0,1
3621,3621,5,10,6.5,0
3622,3622,1,9,-0.5,1
3623,3623,5,5,5.0,0
3624,3624,3,9,3.0,1
3625,3625,2,4,2.0,1
3626,3626,1,1,1.0,0
3627,3627,3,10,3.0,1
3628,3628,4,4,5.5,0
3629,3629,5,6,6.5,0
3630,3630,4,1,4.0,0
3631,3631,1,1,2.5,0
3632,3632,5,9,6.5,0
3633,3633,5,4,6.5,0
3634,3634,5,4,5.0,0
3635,3635,1,9,1.0,1
3636,3636,2,5,0.5,1
3637,3637,5,10,6.5,0
3638,3638,1,4,1.0,1
3639,3639,2,0,2.0,0
3640,3640,2,6,2.0,1
3641,3641,2,6,0.5,1
3642,3642,4,4,4.0,0
3643,3643,3,3,4.5,0
3644,3644,5,5,5.0,0
3645,3645,2,6,2.0,1
3646,3646,2,7,5.0,0
3647,3647,3,6,3.0,1
3648,3648,5,0,6.5,0
3649,3649,4,6,4.0,0
3650,3650,3,7,3.0,1
3651,3651,1,0,1.0,1
3652,3652,5,6,3.5,0
3653,3653,3,4,3.0,0
3654,3654,1,8,-0.5,1
3655,3655,1,1,-2.0,1
3656,3656,5,6,3.5,0
3657,3657,4,9,7.0,0
3658,3658,3,10,1.5,1
3659,3659,2,5,3.5,0
3660,3660,1,4,1.0,1
3661,3661,1,9,-0.5,1
3662,3662,2,0,-1.0,1
3663,3663,3,4,4.5,0
3664,3664,2,7,0.5,1
3665,3665,5,8,6.5,0
3666,3666,5,2,2.0,1
3667,3667,1,7,1.0,1
3668,3668,5,3,6.5,0
3669,3669,5,3,6.5,0
3670,3670,2,10,2.0,1
3671,3671,4,1,4.0,0
3672,3672,3,3,3.0,1
3673,3673,4,6,5.5,0
3674,3674,1,9,2.5,1
3675,3675,4,8,4.0,1
3676,3676,2,8,2.0,1
3677,3677,2,7,3.5,1
3678,3678,1,2,-0.5,1
3679,3679,5,10,3.5,1
3680,3680,5,9,6.5,0
3681,3681,2,10,3.5,1
3682,3682,4,4,1.0,1
3683,3683,2,3,3.5,0
3684,3684,3,4,4.5,0
3685,3685,2,9,2.0,1
3686,3686,2,1,2.0,0
3687,3687,3,2,1.5,1
3688,3688,2,8,2.0,1
3689,3689,1,2,-2.0,1
3690,3690,4,10,4.0,1
3691,3691,4,3,2.5,0
3692,3692,3,1,0.0,1
3693,3693,1,2,-0.5,1
3694,3694,2,4,-1.0,1
3695,3695,4,9,2.5,1
3696,3696,4,2,4.0,0
3697,3697,2,4,5.0,0
3698,3698,1,7,2.5,1
3699,3699,2,5,0.5,1
3700,3700,1,3,2.5,1
3701,3701,1,3,1.0,1
3702,3702,5,9,6.5,0
3703,3703,3,8,3.0,1
3704,3704,1,2,1.0,1
3705,3705,2,6,3.5,1
3706,3706,3,2,6.0,0
3707,3707,3,4,4.5,0
3708,3708,5,10,6.5,1
3709,3709,3,10,0.0,1
3710,3710,3,8,3.0,1
3711,3711,4,10,2.5,1
3712,3712,2,5,0.5,1
3713,3713,5,0,5.0,0
3714,3714,3,10,1.5,1
3715,3715,4,2,5.5,0
3716,3716,1,4,1.0,1
3717,3717,4,1,4.0,0
3718,3718,5,0,6.5,0
3719,3719,3,2,3.0,0
3720,3720,4,10,5.5,1
3721,3721,3,4,0.0,1
3722,3722,3,8,0.0,1
3723,3723,2,8,0.5,1
3724,3724,5,5,5.0,0
3725,3725,4,6,5.5,0
3726,3726,3,7,1.5,1
3727,3727,3,2,0.0,1
3728,3728,3,6,3.0,1
3729,3729,2,7,-1.0,1
3730,3730,5,5,3.5,0
3731,3731,5,2,5.0,0
3732,3732,1,5,-0.5,1
3733,3733,1,6,1.0,1
3734,3734,5,9,5.0,1
3735,3735,2,10,2.0,1
3736,3736,3,10,4.5,1
3737,3737,4,2,7.0,0
3738,3738,4,3,2.5,1
3739,3739,4,6,5.5,0
3740,3740,2,5,5.0,0
3741,3741,3,6,4.5,0
3742,3742,2,9,5.0,1
3743,3743,5,4,5.0,0
3744,3744,3,10,1.5,1
3745,3745,5,2,8.0,0
3746,3746,3,9,1.5,1
3747,3747,3,7,3.0,1
3748,3748,4,2,4.0,0
3749,3749,3,2,6.0,0
3750,3750,3,6,3.0,1
3751,3751,3,2,1.5,1
3752,3752,1,1,2.5,0
3753,3753,4,2,4.0,0
3754,3754,3,4,4.5,0
3755,3755,3,8,4.5,0
3756,3756,1,4,1.0,1
3757,3757,2,3,2.0,1
3758,3758,5,10,5.0,1
3759,3759,3,7,3.0,1
3760,3760,4,7,4.0,1
3761,3761,3,1,0.0,1
3762,3762,5,3,5.0,0
3763,3763,3,4,4.5,0
3764,3764,4,3,4.0,0
3765,3765,4,1,5.5,0
3766,3766,2,2,2.0,1
3767,3767,5,6,2.0,1
3768,3768,4,3,4.0,0
3769,3769,4,10,2.5,1
3770,3770,1,3,-0.5,1
3771,3771,3,6,0.0,1
3772,3772,1,8,2.5,1
3773,3773,3,2,1.5,1
3774,3774,5,5,5.0,0
3775,3775,3,5,1.5,1
3776,3776,1,9,1.0,1
3777,3777,4,0,1.0,1
3778,3778,3,7,6.0,0
3779,3779,1,2,2.5,1
3780,3780,2,3,3.5,0
3781,3781,5,10,2.0,1
3782,3782,4,3,4.0,0
3783,3783,1,5,-0.5,1
3784,3784,4,1,4.0,0
3785,3785,5,6,6.5,0
3786,3786,5,5,6.5,0
3787,3787,2,1,3.5,0
3788,3788,1,5,4.0,0
3789,3789,2,5,0.5,1
3790,3790,4,3,2.5,1
3791,3791,4,5,1.0,1
3792,3792,3,10,0.0,1
3793,3793,5,5,8.0,0
3794,3794,4,8,2.5,1
3795,3795,5,10,6.5,1
3796,3796,4,4,2.5,0
3797,3797,1,6,1.0,1
3798,3798,3,10,6.0,0
3799,3799,4,3,2.5,1
3800,3800,2,10,2.0,1
3801,3801,2,7,2.0,1
3802,3802,5,4,3.5,0
3803,3803,2,4,2.0,1
3804,3804,4,6,4.0,0
3805,3805,3,1,4.5,0
3806,3806,2,10,0.5,1
3807,3807,2,10,0.5,1
3808,3808,5,1,5.0,0
3809,3809,2,10,3.5,1
3810,3810,2,8,3.5,1
3811,3811,2,7,0.5,1
3812,3812,5,1,2.0,1
3813,3813,2,4,2.0,1
3814,3814,1,5,2.5,1
3815,3815,2,0,3.5,0
3816,3816,5,2,3.5,0
3817,3817,5,1,3.5,0
3818,3818,1,0,-0.5,1
3819,3819,1,6,2.5,1
3820,3820,1,0,-2.0,1
3821,3821,3,7,1.5,1
3822,3822,1,8,1.0,1
3823,3823,5,7,3.5,1
3824,3824,5,6,3.5,1
3825,3825,1,1,1.0,0
3826,3826,1,1,1.0,1
3827,3827,5,9,3.5,1
3828,3828,1,5,-0.5,1
3829,3829,3,2,3.0,0
3830,3830,3,2,6.0,0
3831,3831,3,1,1.5,1
3832,3832,3,2,3.0,0
3833,3833,3,3,3.0,0
3834,3834,4,1,4.0,0
3835,3835,4,5,4.0,1
3836,3836,4,3,4.0,0
3837,3837,1,3,1.0,1
3838,3838,4,4,5.5,0
3839,3839,4,2,4.0,0
3840,3840,4,5,7.0,0
3841,3841,3,9,0.0,1
3842,3842,4,10,2.5,1
3843,3843,4,7,2.5,1
3844,3844,1,5,2.5,1
3845,3845,2,9,2.0,1
3846,3846,1,3,1.0,1
3847,3847,3,3,3.0,1
3848,3848,5,1,6.5,0
3849,3849,5,4,3.5,1
3850,3850,2,7,2.0,1
3851,3851,4,3,4.0,0
3852,3852,4,9,1.0,1
3853,3853,3,8,3.0,1
3854,3854,2,9,2.0,1
3855,3855,1,5,1.0,1
3856,3856,2,8,3.5,1
3857,3857,3,1,4.5,0
3858,3858,3,1,4.5,0
3859,3859,5,1,5.0,0
3860,3860,4,8,4.0,1
3861,3861,4,7,7.0,0
3862,3862,5,4,2.0,1
3863,3863,3,6,3.0,1
3864,3864,3,6,0.0,1
3865,3865,5,10,3.5,1
3866,3866,4,4,4.0,0
3867,3867,3,8,4.5,0
3868,3868,3,8,6.0,0
3869,3869,3,3,1.5,1
3870,3870,1,4,2.5,1
3871,3871,4,2,4.0,0
3872,3872,3,3,3.0,0
3873,3873,2,7,3.5,1
3874,3874,2,7,2.0,1
3875,3875,2,2,-1.0,1
3876,3876,2,7,2.0,1
3877,3877,1,7,2.5,1
3878,3878,4,7,4.0,1
3879,3879,1,0,-0.5,1
3880,3880,4,7,5.5,0
3881,3881,1,1,-0.5,1
3882,3882,4,10,4.0,1
3883,3883,5,2,5.0,0
3884,3884,1,2,4.0,0
3885,3885,1,1,1.0,0
3886,3886,4,10,4.0,1
3887,3887,4,9,4.0,1
3888,3888,4,2,4.0,0
3889,3889,4,5,4.0,0
3890,3890,4,0,4.0,0
3891,3891,4,3,1.0,1
3892,3892,3,10,3.0,1
3893,3893,2,1,2.0,1
3894,3894,4,7,4.0,1
3895,3895,3,6,0.0,1
3896,3896,2,4,0.5,1
3897,3897,1,5,2.5,1
3898,3898,5,8,3.5,1
3899,3899,5,10,6.5,0
3900,3900,5,8,3.5,1
3901,3901,4,9,2.5,1
3902,3902,2,6,3.5,1
3903,3903,1,1,-2.0,1
3904,3904,2,8,2.0,1
3905,3905,2,10,0.5,1
3906,3906,2,9,2.0,1
3907,3907,5,8,5.0,0
3908,3908,5,2,6.5,0
3909,3909,4,6,2.5,1
3910,3910,5,10,3.5,1
3911,3911,4,8,5.5,0
3912,3912,2,3,2.0,0
3913,3913,5,10,3.5,1
3914,3914,1,4,-2.0,1
3915,3915,2,9,0.5,1
3916,3916,4,0,2.5,0
3917,3917,2,8,3.5,1
3918,3918,3,6,3.0,1
3919,3919,1,4,1.0,1
3920,3920,3,8,1.5,1
3921,3921,1,0,2.5,0
3922,3922,5,3,5.0,0
3923,3923,1,10,-0.5,1
3924,3924,3,3,3.0,1
3925,3925,2,7,5.0,0
3926,3926,5,9,6.5,0
3927,3927,1,5,2.5,1
3928,3928,2,1,2.0,0
3929,3929,4,1,4.0,0
3930,3930,5,0,6.5,0
3931,3931,5,5,5.0,0
3932,3932,1,6,-2.0,1
3933,3933,1,3,1.0,1
3934,3934,3,6,3.0,1
3935,3935,1,1,-2.0,1
3936,3936,1,1,2.5,0
3937,3937,3,0,4.5,0
3938,3938,4,1,5.5,0
3939,3939,4,0,4.0,0
3940,3940,1,3,1.0,1
3941,3941,5,3,5.0,0
3942,3942,2,1,5.0,0
3943,3943,1,10,2.5,1
3944,3944,1,7,2.5,1
3945,3945,2,2,3.5,0
3946,3946,4,9,2.5,1
3947,3947,3,8,3.0,1
3948,3948,4,2,5.5,0
3949,3949,5,1,8.0,0
3950,3950,5,9,5.0,1
3951,3951,1,8,-0.5,1
3952,3952,5,5,3.5,0
3953,3953,5,5,2.0,1
3954,3954,3,1,1.5,0
3955,3955,5,6,6.5,0
3956,3956,3,6,0.0,1
3957,3957,1,7,2.5,1
3958,3958,3,10,3.0,1
3959,3959,3,1,4.5,0
3960,3960,1,9,1.0,1
3961,3961,3,9,3.0,1
3962,3962,2,2,2.0,0
3963,3963,4,6,4.0,1
3964,3964,2,8,3.5,1
3965,3965,2,4,2.0,1
3966,3966,2,4,3.5,0
3967,3967,5,0,6.5,0
3968,3968,2,9,0.5,1
3969,3969,1,3,1.0,1
3970,3970,4,3,1.0,1
3971,3971,1,7,-2.0,1
3972,3972,3,4,3.0,0
3973,3973,4,5,1.0,1
3974,3974,4,0,4.0,0
3975,3975,1,7,1.0,1
3976,3976,1,2,-0.5,1
3977,3977,1,1,-2.0,1
3978,3978,1,9,1.0,1
3979,3979,2,9,0.5,1
3980,3980,3,3,0.0,1
3981,3981,3,3,1.5,1
3982,3982,4,9,4.0,1
3983,3983,3,6,3.0,1
3984,3984,1,3,-2.0,1
3985,3985,5,4,6.5,0
3986,3986,3,10,1.5,1
3987,3987,5,0,5.0,0
3988,3988,1,7,-0.5,1
3989,3989,1,1,-2.0,1
3990,3990,4,4,7.0,0
3991,3991,5,4,2.0,1
3992,3992,4,8,5.5,0
3993,3993,4,3,4.0,0
3994,3994,2,7,3.5,1
3995,3995,1,8,1.0,1
3996,3996,2,7,2.0,1
3997,3997,5,0,3.5,0
3998,3998,4,7,7.0,0
3999,3999,4,5,4.0,0
4000,4000,1,6,2.5,1
4001,4001,4,10,2.5,1
4002,4002,1,6,2.5,1
4003,4003,4,8,4.0,1
4004,4004,4,1,2.5,0
4005,4005,3,4,1.5,1
4006,4006,5,5,5.0,0
4007,4007,1,9,-0.5,1
4008,4008,3,1,3.0,0
4009,4009,2,1,0.5,1
4010,4010,5,10,3.5,1
4011,4011,4,0,4.0,0
4012,4012,1,2,4.0,0
4013,4013,2,1,2.0,1
4014,4014,3,9,0.0,1
4015,4015,1,10,-2.0,1
4016,4016,1,4,4.0,0
4017,4017,2,8,5.0,0
4018,4018,5,10,3.5,1
4019,4019,2,2,-1.0,1
4020,4020,3,7,1.5,1
4021,4021,3,5,3.0,0
4022,4022,1,3,1.0,1
4023,4023,3,3,1.5,1
4024,4024,2,3,3.5,0
4025,4025,4,8,4.0,1
4026,4026,1,6,-0.5,1
4027,4027,1,10,1.0,1
4028,4028,4,6,1.0,1
4029,4029,5,10,5.0,1
4030,4030,4,5,1.0,1
4031,4031,5,0,6.5,0
4032,4032,3,10,0.0,1
4033,4033,1,9,1.0,1
4034,4034,2,10,2.0,1
4035,4035,5,8,5.0,0
4036,4036,4,9,5.5,1
4037,4037,1,7,2.5,1
4038,4038,2,1,5.0,0
4039,4039,3,3,0.0,1
4040,4040,3,10,1.5,1
4041,4041,3,3,4.5,0
4042,4042,4,5,2.5,1
4043,4043,3,1,4.5,0
4044,4044,5,5,6.5,0
4045,4045,2,8,0.5,1
4046,4046,2,1,5.0,0
4047,4047,5,4,5.0,0
4048,4048,3,3,1.5,1
4049,4049,3,4,0.0,1
4050,4050,3,2,0.0,1
4051,4051,4,2,4.0,0
4052,4052,2,1,0.5,1
4053,4053,5,3,2.0,1
4054,4054,4,5,2.5,1
4055,4055,5,3,8.0,0
4056,4056,1,10,2.5,1
4057,4057,3,10,1.5,1
4058,4058,1,1,4.0,0
4059,4059,4,7,4.0,0
4060,4060,1,6,1.0,1
4061,4061,2,3,3.5,0
4062,4062,1,1,1.0,1
4063,4063,2,3,2.0,1
4064,4064,5,4,3.5,1
4065,4065,2,6,0.5,1
4066,4066,4,1,1.0,1
4067,4067,1,10,-0.5,1
4068,4068,1,5,-0.5,1
4069,4069,2,3,5.0,0
4070,4070,2,6,0.5,1
4071,4071,2,5,2.0,1
4072,4072,1,9,2.5,1
4073,4073,4,7,7.0,0
4074,4074,4,8,4.0,1
4075,4075,1,7,1.0,1
4076,4076,1,7,-2.0,1
4077,4077,2,0,3.5,0
4078,4078,2,1,3.5,0
4079,4079,4,4,4.0,0
4080,4080,3,8,4.5,0
4081,4081,4,4,2.5,1
4082,4082,5,4,6.5,0
4083,4083,5,7,5.0,0
4084,4084,3,10,3.0,1
4085,4085,1,1,1.0,1
4086,4086,3,4,3.0,0
4087,4087,1,0,2.5,0
4088,4088,2,2,2.0,0
4089,4089,1,6,1.0,1
4090,4090,1,9,1.0,1
4091,4091,1,9,4.0,1
4092,4092,4,4,2.5,1
4093,4093,1,1,-0.5,1
4094,4094,5,2,5.0,0
4095,4095,1,9,1.0,1
4096,4096,4,0,1.0,0
4097,4097,5,6,5.0,0
4098,4098,3,4,1.5,1
4099,4099,4,6,5.5,0
4100,4100,2,2,0.5,1
4101,4101,4,0,4.0,0
4102,4102,1,7,2.5,1
4103,4103,1,1,4.0,0
4104,4104,5,1,3.5,0
4105,4105,1,7,2.5,1
4106,4106,1,5,2.5,1
4107,4107,3,5,3.0,1
4108,4108,4,9,5.5,0
4109,4109,1,10,-2.0,1
4110,4110,5,10,8.0,0
4111,4111,1,9,2.5,1
4112,4112,4,10,1.0,1
4113,4113,1,0,-2.0,1
4114,4114,3,10,3.0,1
4115,4115,2,6,2.0,1
4116,4116,2,1,0.5,1
4117,4117,5,5,2.0,1
4118,4118,4,2,4.0,0
4119,4119,1,1,4.0,0
4120,4120,4,3,7.0,0
4121,4121,4,5,2.5,1
4122,4122,1,10,1.0,1
4123,4123,1,9,-0.5,1
4124,4124,2,3,3.5,0
4125,4125,5,0,6.5,0
4126,4126,2,2,2.0,0
4127,4127,4,4,1.0,1
4128,4128,2,7,2.0,1
4129,4129,4,1,2.5,0
4130,4130,3,3,6.0,0
4131,4131,3,0,6.0,0
4132,4132,1,0,-0.5,1
4133,4133,4,6,1.0,1
4134,4134,2,6,2.0,1
4135,4135,2,10,0.5,1
4136,4136,1,3,1.0,1
4137,4137,1,5,1.0,1
4138,4138,4,7,5.5,0
4139,4139,2,3,3.5,0
4140,4140,2,3,0.5,1
4141,4141,4,1,2.5,0
4142,4142,2,8,0.5,1
4143,4143,1,9,-0.5,1
4144,4144,1,2,4.0,0
4145,4145,1,8,-0.5,1
4146,4146,2,10,5.0,1
4147,4147,5,9,6.5,0
4148,4148,3,9,6.0,1
4149,4149,1,8,-2.0,1
4150,4150,1,3,-0.5,1
4151,4151,3,4,1.5,1
4152,4152,4,2,7.0,0
4153,4153,2,9,5.0,1
4154,4154,2,5,5.0,0
4155,4155,5,6,8.0,0
4156,4156,4,3,7.0,0
4157,4157,2,0,2.0,0
4158,4158,5,3,5.0,0
4159,4159,4,0,2.5,0
4160,4160,3,6,4.5,0
4161,4161,1,1,-0.5,1
4162,4162,4,0,5.5,0
4163,4163,2,7,3.5,1
4164,4164,5,8,5.0,0
4165,4165,3,6,1.5,1
4166,4166,2,9,2.0,1
4167,4167,5,3,5.0,0
4168,4168,3,9,3.0,1
4169,4169,4,2,2.5,0
4170,4170,5,7,3.5,1
4171,4171,3,9,4.5,1
4172,4172,1,1,2.5,0
4173,4173,1,2,1.0,1
4174,4174,3,6,4.5,0
4175,4175,1,3,1.0,1
4176,4176,2,6,-1.0,1
4177,4177,2,2,3.5,0
4178,4178,4,8,4.0,1
4179,4179,3,5,3.0,1
4180,4180,4,6,4.0,0
4181,4181,5,1,6.5,0
4182,4182,1,9,4.0,1
4183,4183,1,4,1.0,1
4184,4184,3,5,3.0,1
4185,4185,1,0,-2.0,1
4186,4186,1,10,1.0,1
4187,4187,4,1,2.5,0
4188,4188,2,4,0.5,1
4189,4189,5,10,3.5,1
4190,4190,4,4,2.5,1
4191,4191,1,6,-0.5,1
4192,4192,3,4,6.0,0
4193,4193,1,7,-0.5,1
4194,4194,4,9,5.5,0
4195,4195,4,3,4.0,0
4196,4196,3,10,4.5,1
4197,4197,3,10,6.0,0
4198,4198,3,9,6.0,0
4199,4199,5,2,2.0,1
4200,4200,3,10,4.5,1
4201,4201,3,6,1.5,1
4202,4202,5,9,5.0,1
4203,4203,1,8,1.0,1
4204,4204,1,9,1.0,1
4205,4205,2,6,3.5,1
4206,4206,4,2,7.0,0
4207,4207,3,0,3.0,0
4208,4208,3,10,3.0,1
4209,4209,2,8,0.5,1
4210,4210,4,2,5.5,0
4211,4211,5,5,3.5,1
4212,4212,2,1,0.5,1
4213,4213,1,9,-0.5,1
4214,4214,5,6,5.0,0
4215,4215,3,10,3.0,1
4216,4216,3,8,1.5,1
4217,4217,4,4,7.0,0
4218,4218,3,10,6.0,0
4219,4219,2,2,5.0,0
4220,4220,3,8,4.5,0
4221,4221,5,4,5.0,0
4222,4222,4,7,4.0,1
4223,4223,2,3,2.0,0
4224,4224,2,8,2.0,1
4225,4225,5,1,3.5,0
4226,4226,2,8,2.0,1
4227,4227,2,1,0.5,1
4228,4228,1,0,1.0,0
4229,4229,5,0,5.0,0
4230,4230,3,5,0.0,1
4231,4231,4,3,1.0,1
4232,4232,3,2,3.0,0
4233,4233,5,1,5.0,0
4234,4234,5,3,8.0,0
4235,4235,5,4,6.5,0
4236,4236,5,7,5.0,0
4237,4237,3,10,1.5,1
4238,4238,4,3,2.5,0
4239,4239,1,5,2.5,1
4240,4240,3,7,1.5,1
4241,4241,5,6,5.0,0
4242,4242,4,3,4.0,0
4243,4243,5,3,3.5,0
4244,4244,5,10,5.0,1
4245,4245,4,4,4.0,0
4246,4246,5,3,8.0,0
4247,4247,5,10,5.0,1
4248,4248,2,4,3.5,0
4249,4249,4,1,2.5,0
4250,4250,2,2,2.0,0
4251,4251,3,8,1.5,1
4252,4252,3,6,3.0,1
4253,4253,1,10,2.5,1
4254,4254,3,10,3.0,1
4255,4255,2,2,5.0,0
4256,4256,4,9,5.5,0
4257,4257,4,5,5.5,0
4258,4258,3,6,1.5,1
4259,4259,3,4,1.5,1
4260,4260,2,1,3.5,0
4261,4261,1,9,-0.5,1
4262,4262,4,4,1.0,1
4263,4263,4,6,5.5,0
4264,4264,2,9,3.5,1
4265,4265,4,9,2.5,1
4266,4266,3,7,3.0,1
4267,4267,5,5,8.0,0
4268,4268,5,8,5.0,1
4269,4269,2,5,2.0,1
4270,4270,5,3,5.0,0
4271,4271,4,10,4.0,1
4272,4272,4,5,2.5,1
4273,4273,4,9,2.5,1
4274,4274,5,2,2.0,0
4275,4275,1,7,2.5,1
4276,4276,5,3,3.5,0
4277,4277,1,1,1.0,0
4278,4278,5,9,2.0,1
4279,4279,3,8,1.5,1
4280,4280,5,8,2.0,1
4281,4281,2,6,3.5,1
4282,4282,1,3,1.0,1
4283,4283,5,10,3.5,1
4284,4284,5,2,3.5,0
4285,4285,3,7,4.5,1
4286,4286,5,1,5.0,0
4287,4287,5,5,5.0,0
4288,4288,1,10,1.0,1
4289,4289,3,10,3.0,1
4290,4290,3,4,4.5,0
4291,4291,1,9,-0.5,1
4292,4292,1,9,1.0,1
4293,4293,3,8,0.0,1
4294,4294,5,6,2.0,1
4295,4295,5,1,5.0,0
4296,4296,1,6,4.0,0
4297,4297,4,7,2.5,1
4298,4298,3,3,3.0,1
4299,4299,4,3,2.5,0
4300,4300,3,2,4.5,0
4301,4301,4,6,4.0,1
4302,4302,1,3,1.0,1
4303,4303,1,1,-0.5,1
4304,4304,1,10,-0.5,1
4305,4305,5,6,8.0,0
4306,4306,1,3,1.0,1
4307,4307,1,1,1.0,1
4308,4308,2,4,3.5,1
4309,4309,5,4,5.0,0
4310,4310,2,3,3.5,0
4311,4311,3,6,4.5,1
4312,4312,2,4,-1.0,1
4313,4313,5,8,5.0,0
4314,4314,2,3,2.0,1
4315,4315,4,10,4.0,1
4316,4316,1,10,1.0,1
4317,4317,1,5,-0.5,1
4318,4318,3,6,3.0,1
4319,4319,4,1,7.0,0
4320,4320,5,5,3.5,1
4321,4321,2,0,-1.0,1
4322,4322,5,0,3.5,0
4323,4323,5,0,5.0,0
4324,4324,3,4,3.0,0
4325,4325,5,6,5.0,0
4326,4326,3,1,1.5,0
4327,4327,2,3,2.0,0
4328,4328,1,10,-2.0,1
4329,4329,2,5,2.0,1
4330,4330,5,9,5.0,0
4331,4331,4,1,2.5,0
4332,4332,4,0,5.5,0
4333,4333,2,10,3.5,1
4334,4334,5,1,3.5,0
4335,4335,4,10,1.0,1
4336,4336,2,2,2.0,0
4337,4337,4,6,4.0,0
4338,4338,3,9,3.0,1
4339,4339,1,4,1.0,1
4340,4340,2,3,5.0,0
4341,4341,4,9,7.0,0
4342,4342,5,4,3.5,1
4343,4343,4,9,4.0,1
4344,4344,2,3,0.5,1
4345,4345,1,8,-0.5,1
4346,4346,5,7,8.0,0
4347,4347,5,5,3.5,0
4348,4348,2,10,2.0,1
4349,4349,3,5,6.0,0
4350,4350,5,9,3.5,1
4351,4351,4,7,5.5,0
4352,4352,4,6,4.0,0
4353,4353,2,2,2.0,0
4354,4354,4,1,5.5,0
4355,4355,1,5,1.0,1
4356,4356,3,6,1.5,1
4357,4357,3,5,4.5,0
4358,4358,3,1,4.5,0
4359,4359,1,10,-0.5,1
4360,4360,3,10,1.5,1
4361,4361,3,4,1.5,1
4362,4362,1,9,-0.5,1
4363,4363,5,0,5.0,0
4364,4364,1,8,2.5,1
4365,4365,3,0,4.5,0
4366,4366,2,0,0.5,0
4367,4367,3,9,4.5,1
4368,4368,2,2,0.5,1
4369,4369,3,10,3.0,1
4370,4370,3,2,3.0,0
4371,4371,3,3,1.5,1
4372,4372,2,3,0.5,1
4373,4373,1,4,1.0,1
4374,4374,3,7,1.5,1
4375,4375,2,2,3.5,0
4376,4376,4,9,4.0,1
4377,4377,2,5,2.0,1
4378,4378,4,6,4.0,0
4379,4379,3,3,1.5,1
4380,4380,5,2,8.0,0
4381,4381,3,5,4.5,0
4382,4382,3,4,0.0,1
4383,4383,5,0,5.0,0
4384,4384,3,10,1.5,1
4385,4385,1,5,1.0,1
4386,4386,1,1,1.0,1
4387,4387,1,7,2.5,1
4388,4388,2,10,2.0,1
4389,4389,3,8,0.0,1
4390,4390,5,9,5.0,0
4391,4391,1,4,-0.5,1
4392,4392,2,7,2.0,1
4393,4393,3,1,6.0,0
4394,4394,2,2,0.5,1
4395,4395,2,4,3.5,1
4396,4396,4,1,5.5,0
4397,4397,2,5,3.5,0
4398,4398,2,0,5.0,0
4399,4399,5,7,5.0,0
4400,4400,5,1,2.0,1
4401,4401,5,5,6.5,0
4402,4402,5,2,3.5,0
4403,4403,4,6,2.5,1
4404,4404,1,4,4.0,0
4405,4405,1,10,4.0,1
4406,4406,5,5,5.0,0
4407,4407,5,2,5.0,0
4408,4408,3,5,1.5,1
4409,4409,3,2,1.5,1
4410,4410,3,10,3.0,1
4411,4411,1,0,2.5,0
4412,4412,2,6,-1.0,1
4413,4413,5,7,3.5,1
4414,4414,1,1,4.0,0
4415,4415,1,1,2.5,0
4416,4416,2,1,0.5,1
4417,4417,3,10,4.5,1
4418,4418,1,1,-0.5,1
4419,4419,3,9,3.0,1
4420,4420,2,6,2.0,1
4421,4421,2,0,3.5,0
4422,4422,5,5,8.0,0
4423,4423,1,4,-0.5,1
4424,4424,1,3,1.0,1
4425,4425,3,4,6.0,0
4426,4426,4,4,2.5,1
4427,4427,4,1,2.5,0
4428,4428,1,8,1.0,1
4429,4429,4,1,1.0,0
4430,4430,3,9,4.5,1
4431,4431,3,3,4.5,0
4432,4432,3,9,4.5,1
4433,4433,4,5,4.0,0
4434,4434,4,0,7.0,0
4435,4435,5,2,5.0,0
4436,4436,2,6,2.0,1
4437,4437,5,0,6.5,0
4438,4438,2,1,2.0,0
4439,4439,4,6,5.5,0
4440,4440,1,9,1.0,1
4441,4441,2,4,2.0,1
4442,4442,3,10,1.5,1
4443,4443,2,1,0.5,1
4444,4444,4,9,5.5,1
4445,4445,3,9,1.5,1
4446,4446,1,6,-0.5,1
4447,4447,4,0,4.0,0
4448,4448,1,2,-0.5,1
4449,4449,2,3,0.5,1
4450,4450,4,2,2.5,0
4451,4451,2,0,3.5,0
4452,4452,5,6,3.5,0
4453,4453,3,2,1.5,0
4454,4454,1,10,1.0,1
4455,4455,1,4,-0.5,1
4456,4456,4,0,2.5,0
4457,4457,3,1,1.5,0
4458,4458,3,1,1.5,0
4459,4459,1,9,1.0,1
4460,4460,1,0,-0.5,1
